"Order.ID","Customer.Name","Category","Sub.Category","City","Region","Sales","Discount","Profit","State","cost_price","Order_date"
"OD1206","Vidya","Oil & Masala","Spices","Trichy","West",1170,0.27,362.7,"Tamil Nadu",809.485611150105,2018-11-24
"OD1207","Mathew","Snacks","Cookies","Salem","West",858,0.31,77.22,"Tamil Nadu",783.207944628348,2017-04-14
"OD1208","Malik","Eggs, Meat & Fish","Mutton","Salem","West",1335,0.19,307.05,"Tamil Nadu",1029.90682296363,2016-10-31
"OD1209","Yusuf","Bakery","Biscuits","Salem","West",1088,0.2,446.08,"Tamil Nadu",643.206412825651,2017-12-11
"OD1210","Ramesh","Beverages","Health Drinks","Ooty","West",2129,0.13,830.31,"Tamil Nadu",1300.38049464304,2017-03-22
"OD1211","Suresh","Food Grains","Atta & Flour","Krishnagiri","West",1120,0.13,56,"Tamil Nadu",1065.38500050065,2017-12-11
"OD1212","Willams","Food Grains","Rice","Nagercoil","Central",1209,0.14,60.45,"Tamil Nadu",1150.16022431404,2015-02-11
"OD1213","Veena","Oil & Masala","Spices","Ooty","Central",2146,0.27,386.28,"Tamil Nadu",1764.48410708914,2017-11-18
"OD1214","Verma","Beverages","Health Drinks","Viluppuram","Central",1717,0.28,412.08,"Tamil Nadu",1308.58403529884,2018-01-16
"OD1215","Anu","Eggs, Meat & Fish","Mutton","Kanyakumari","Central",2290,0.17,938.9,"Tamil Nadu",1353.40078132826,2018-01-29
"OD1216","Harish","Eggs, Meat & Fish","Fish","Tenkasi","Central",2333,0.22,839.88,"Tamil Nadu",1496.4121066346,2015-02-11
"OD1217","Surya","Snacks","Chocolates","Kanyakumari","Central",2374,0.21,997.08,"Tamil Nadu",1379.81761699569,2015-09-07
"OD1218","Mathew","Eggs, Meat & Fish","Fish","Krishnagiri","Central",601,0.25,30.05,"Tamil Nadu",572.380952380952,2015-09-07
"OD1219","Shree","Eggs, Meat & Fish","Mutton","Madurai","Central",1224,0.27,550.8,"Tamil Nadu",675.022560914469,2017-10-20
"OD1220","Amrish","Beverages","Health Drinks","Trichy","Central",764,0.1,114.6,"Tamil Nadu",650.05005005005,2016-05-26
"OD1221","Ridhesh","Snacks","Chocolates","Perambalur","Central",2059,0.15,102.95,"Tamil Nadu",1958.98848272409,2015-08-20
"OD1222","Surya","Food Grains","Organic Staples","Pudukottai","Central",2016,0.29,645.12,"Tamil Nadu",1374.86711463243,2015-05-21
"OD1223","Yusuf","Snacks","Chocolates","Ooty","Central",1147,0.27,504.68,"Tamil Nadu",644.058959189812,2017-06-25
"OD1224","Roshan","Oil & Masala","Edible Oil & Ghee","Vellore","Central",1973,0.3,848.39,"Tamil Nadu",1127.99398194584,2017-12-01
"OD1225","Verma","Beverages","Health Drinks","Karur","Central",2131,0.19,362.27,"Tamil Nadu",1772.09698427011,2015-04-20
"OD1226","Arvind","Snacks","Chocolates","Krishnagiri","Central",2187,0.22,131.22,"Tamil Nadu",2060.31268791341,2015-10-03
"OD1227","Yadav","Eggs, Meat & Fish","Mutton","Coimbatore","Central",842,0.29,303.12,"Tamil Nadu",540.447297161769,2018-10-09
"OD1228","Ganesh","Beverages","Soft Drinks","Perambalur","Central",1008,0.12,403.2,"Tamil Nadu",605.52663195835,2016-09-13
"OD1229","Arutra","Eggs, Meat & Fish","Mutton","Namakkal","Central",2194,0.29,153.58,"Tamil Nadu",2046.35442784074,2017-12-01
"OD1230","Sheeba","Oil & Masala","Edible Oil & Ghee","Vellore","Central",2061,0.35,886.23,"Tamil Nadu",1178.89613647767,2016-05-26
"OD1231","Esther","Oil & Masala","Masalas","Dharmapuri","Central",1846,0.33,406.12,"Tamil Nadu",1444.64733620949,2018-01-02
"OD1232","Jackson","Beverages","Soft Drinks","Chennai","Central",1030,0.29,257.5,"Tamil Nadu",774.746765620299,2015-04-20
"OD1233","Esther","Snacks","Noodles","Ooty","Central",781,0.1,62.48,"Tamil Nadu",719.239239239239,2017-09-10
"OD1234","Sharon","Fruits & Veggies","Organic Vegetables","Nagercoil","Central",751,0.15,127.67,"Tamil Nadu",624.266399599399,2016-05-24
"OD1235","Ganesh","Bakery","Cakes","Dindigul","Central",1753,0.35,385.66,"Tamil Nadu",1372.14249874561,2016-07-12
"OD1236","Amrish","Fruits & Veggies","Fresh Fruits","Cumbum","Central",1336,0.26,440.88,"Tamil Nadu",897.453378784841,2018-05-30
"OD1237","Harish","Food Grains","Dals & Pulses","Trichy","Central",1951,0.32,370.69,"Tamil Nadu",1585.38322632424,2016-01-03
"OD1238","Esther","Snacks","Cookies","Pudukottai","Central",1857,0.27,501.39,"Tamil Nadu",1359.28005615161,2015-06-07
"OD1239","Akash","Eggs, Meat & Fish","Eggs","Tirunelveli","Central",1211,0.35,72.66,"Tamil Nadu",1142.33818364275,2018-09-08
"OD1240","James","Bakery","Biscuits","Tirunelveli","Central",1840,0.26,257.6,"Tamil Nadu",1586.52496490876,2016-07-12
"OD1241","Sundar","Eggs, Meat & Fish","Fish","Namakkal","Central",1401,0.32,280.2,"Tamil Nadu",1124.39807383628,2016-03-05
"OD1242","Haseena","Bakery","Cakes","Karur","Central",1238,0.14,544.72,"Tamil Nadu",694.251952733827,2017-04-28
"OD1243","Vidya","Oil & Masala","Edible Oil & Ghee","Ramanadhapuram","Central",725,0.29,181.25,"Tamil Nadu",545.331461237589,2018-11-19
"OD1244","Vidya","Food Grains","Dals & Pulses","Tenkasi","Central",789,0.25,181.47,"Tamil Nadu",609.052631578947,2017-06-25
"OD1245","Suresh","Fruits & Veggies","Organic Vegetables","Ooty","Central",1987,0.32,397.4,"Tamil Nadu",1594.70304975923,2015-10-17
"OD1246","Hussain","Snacks","Noodles","Viluppuram","Central",598,0.21,47.84,"Tamil Nadu",551.317767311354,2018-06-12
"OD1247","Ganesh","Fruits & Veggies","Fresh Fruits","Kanyakumari","Central",1074,0.17,193.32,"Tamil Nadu",882.179705499349,2015-12-06
"OD1248","Komal","Eggs, Meat & Fish","Fish","Krishnagiri","Central",2038,0.21,203.8,"Tamil Nadu",1838.05992584427,2018-12-02
"OD1249","Amy","Eggs, Meat & Fish","Mutton","Nagercoil","Central",856,0.17,316.72,"Tamil Nadu",540.198337173194,2018-11-06
"OD1250","Ramesh","Bakery","Cakes","Trichy","Central",976,0.17,409.92,"Tamil Nadu",567.043974757087,2018-06-04
"OD1251","Sudeep","Eggs, Meat & Fish","Mutton","Cumbum","Central",659,0.28,144.98,"Tamil Nadu",515.46329723225,2015-12-16
"OD1252","Suresh","Food Grains","Organic Staples","Karur","East",1530,0.22,214.2,"Tamil Nadu",1318.70114251353,2016-07-18
"OD1253","Ravi","Eggs, Meat & Fish","Mutton","Ramanadhapuram","East",1224,0.17,97.92,"Tamil Nadu",1127.99759591305,2018-09-22
"OD1254","Anu","Food Grains","Dals & Pulses","Chennai","East",1650,0.34,346.5,"Tamil Nadu",1307.94701986755,2017-03-19
"OD1255","Muneer","Beverages","Health Drinks","Vellore","East",1109,0.14,221.8,"Tamil Nadu",888.44382134989,2017-06-28
"OD1256","Harish","Snacks","Chocolates","Salem","East",929,0.3,325.15,"Tamil Nadu",605.667001003009,2017-09-03
"OD1257","Kumar","Eggs, Meat & Fish","Eggs","Tenkasi","East",2074,0.3,601.46,"Tamil Nadu",1476.97091273821,2018-03-31
"OD1258","Shah","Bakery","Breads & Buns","Namakkal","East",1774,0.15,212.88,"Tamil Nadu",1563.46519779669,2018-12-08
"OD1259","Esther","Snacks","Cookies","Virudhunagar","East",2062,0.15,144.34,"Tamil Nadu",1920.54081121683,2015-10-31
"OD1260","Aditi","Beverages","Soft Drinks","Madurai","East",663,0.23,271.83,"Tamil Nadu",392.071765059637,2015-11-25
"OD1261","Arutra","Fruits & Veggies","Organic Vegetables","Vellore","East",2080,0.17,145.6,"Tamil Nadu",1937.69407993589,2017-09-03
"OD1262","Veronica","Beverages","Soft Drinks","Tirunelveli","East",622,0.24,37.32,"Tamil Nadu",586.086607858861,2018-09-15
"OD1263","Hussain","Fruits & Veggies","Organic Vegetables","Bodi","East",2087,0.16,166.96,"Tamil Nadu",1923.11698717949,2016-11-07
"OD1264","Peer","Snacks","Noodles","Virudhunagar","East",1536,0.22,245.76,"Tamil Nadu",1293.08478653037,2018-06-24
"OD1265","Mathew","Bakery","Cakes","Dharmapuri","East",767,0.31,222.43,"Tamil Nadu",546.263416591433,2018-03-06
"OD1266","Amrish","Eggs, Meat & Fish","Fish","Tenkasi","East",1888,0.2,320.96,"Tamil Nadu",1570.18036072144,2016-08-24
"OD1267","Sudeep","Bakery","Cakes","Kanyakumari","East",1504,0.13,300.8,"Tamil Nadu",1204.76619605487,2015-10-31
"OD1268","Vidya","Fruits & Veggies","Fresh Fruits","Bodi","East",809,0.2,137.53,"Tamil Nadu",672.815631262525,2017-12-01
"OD1269","Akash","Bakery","Breads & Buns","Viluppuram","East",728,0.26,167.44,"Tamil Nadu",562.021255263686,2015-09-29
"OD1270","Harish","Food Grains","Dals & Pulses","Ooty","East",737,0.18,294.8,"Tamil Nadu",442.997395311561,2017-03-19
"OD1271","Hussain","Food Grains","Rice","Ramanadhapuram","East",1631,0.22,456.68,"Tamil Nadu",1176.90920024053,2015-10-31
"OD1272","Peer","Eggs, Meat & Fish","Chicken","Salem","East",2036,0.22,101.8,"Tamil Nadu",1938.46462216877,2017-12-01
"OD1273","Shah","Fruits & Veggies","Organic Vegetables","Dindigul","East",1033,0.27,392.54,"Tamil Nadu",642.193923593703,2018-05-12
"OD1274","Yusuf","Oil & Masala","Edible Oil & Ghee","Viluppuram","East",832,0.13,158.08,"Tamil Nadu",674.797236407329,2018-09-01
"OD1275","Sharon","Eggs, Meat & Fish","Fish","Namakkal","East",2397,0.27,1006.74,"Tamil Nadu",1394.02386443397,2018-11-26
"OD1276","Ganesh","Oil & Masala","Edible Oil & Ghee","Ramanadhapuram","East",1659,0.14,547.47,"Tamil Nadu",1113.08832365311,2018-11-05
"OD1277","Komal","Bakery","Biscuits","Ramanadhapuram","East",959,0.31,402.78,"Tamil Nadu",557.949643896078,2018-06-24
"OD1278","Kumar","Snacks","Chocolates","Perambalur","East",2348,0.24,469.6,"Tamil Nadu",1882.91900561347,2018-11-05
"OD1279","Arutra","Fruits & Veggies","Organic Fruits","Cumbum","East",815,0.2,244.5,"Tamil Nadu",571.643286573146,2016-12-05
"OD1280","Sundar","Fruits & Veggies","Fresh Fruits","Pudukottai","East",2417,0.24,314.21,"Tamil Nadu",2107.8488372093,2016-11-01
"OD1281","Hafiz","Snacks","Cookies","Dharmapuri","East",1628,0.21,374.44,"Tamil Nadu",1256.19801583325,2018-07-15
"OD1282","Esther","Snacks","Cookies","Dharmapuri","East",2083,0.16,770.71,"Tamil Nadu",1314.39302884615,2015-09-12
"OD1283","Adavan","Snacks","Chocolates","Vellore","East",2201,0.32,814.37,"Tamil Nadu",1391.08146067416,2016-12-04
"OD1284","Haseena","Food Grains","Organic Staples","Theni","East",1203,0.27,168.42,"Tamil Nadu",1037.38092850697,2016-07-13
"OD1285","Surya","Eggs, Meat & Fish","Fish","Dindigul","East",2250,0.35,922.5,"Tamil Nadu",1332.16256899147,2018-06-25
"OD1286","Sudha","Oil & Masala","Masalas","Coimbatore","East",1098,0.17,428.22,"Tamil Nadu",670.920564960433,2015-12-01
"OD1287","Veronica","Food Grains","Dals & Pulses","Ooty","East",1717,0.22,652.46,"Tamil Nadu",1066.88715173381,2018-03-27
"OD1288","Kumar","Snacks","Noodles","Dindigul","East",1368,0.16,300.96,"Tamil Nadu",1068.75,2017-08-01
"OD1289","Ganesh","Oil & Masala","Masalas","Virudhunagar","East",1296,0.22,336.96,"Tamil Nadu",961.154539987974,2018-01-19
"OD1290","Kumar","Food Grains","Organic Staples","Namakkal","East",525,0.31,99.75,"Tamil Nadu",426.572374360518,2017-09-06
"OD1291","Hafiz","Eggs, Meat & Fish","Mutton","Trichy","East",635,0.14,146.05,"Tamil Nadu",489.63548968556,2015-05-18
"OD1292","Esther","Eggs, Meat & Fish","Chicken","Kanyakumari","East",2097,0.24,880.74,"Tamil Nadu",1219.18604651163,2015-12-27
"OD1293","Suresh","Fruits & Veggies","Fresh Fruits","Nagercoil","East",1505,0.27,346.15,"Tamil Nadu",1161.9873658879,2017-11-14
"OD1294","Ridhesh","Snacks","Cookies","Viluppuram","East",2057,0.17,143.99,"Tamil Nadu",1916.26765501352,2015-09-09
"OD1295","Vidya","Eggs, Meat & Fish","Mutton","Tenkasi","East",1510,0.3,90.6,"Tamil Nadu",1423.67101303912,2018-07-25
"OD1296","Jonas","Fruits & Veggies","Organic Vegetables","Vellore","East",583,0.25,180.73,"Tamil Nadu",403.278195488722,2018-06-21
"OD1297","Esther","Bakery","Breads & Buns","Namakkal","East",1189,0.24,237.8,"Tamil Nadu",953.488372093023,2015-03-11
"OD1298","Verma","Fruits & Veggies","Organic Fruits","Kanyakumari","East",1569,0.28,156.9,"Tamil Nadu",1416.06498194946,2017-12-19
"OD1299","Komal","Fruits & Veggies","Fresh Fruits","Nagercoil","East",1503,0.1,180.36,"Tamil Nadu",1323.96396396396,2018-07-13
"OD1300","James","Beverages","Soft Drinks","Ramanadhapuram","East",2413,0.18,1085.85,"Tamil Nadu",1329.5431777199,2017-08-27
"OD1301","Adavan","Fruits & Veggies","Fresh Fruits","Virudhunagar","East",861,0.16,370.23,"Tamil Nadu",491.556490384615,2015-10-31
"OD1302","Amy","Beverages","Soft Drinks","Coimbatore","East",2334,0.1,490.14,"Tamil Nadu",1845.70570570571,2016-01-27
"OD1303","Verma","Fruits & Veggies","Organic Fruits","Vellore","East",2306,0.19,714.86,"Tamil Nadu",1594.1689209498,2017-11-14
"OD1304","Yadav","Fruits & Veggies","Fresh Vegetables","Trichy","East",2314,0.32,647.92,"Tamil Nadu",1671.42857142857,2018-01-19
"OD1305","Akash","Fruits & Veggies","Organic Vegetables","Salem","East",2432,0.34,1094.4,"Tamil Nadu",1342.16335540839,2017-12-01
"OD1306","Aditi","Food Grains","Dals & Pulses","Tenkasi","East",2172,0.29,369.24,"Tamil Nadu",1808.00320930699,2015-12-01
"OD1307","Krithika","Beverages","Soft Drinks","Ramanadhapuram","East",2228,0.1,111.4,"Tamil Nadu",2118.71871871872,2018-08-17
"OD1308","Sundar","Bakery","Cakes","Perambalur","East",1970,0.2,374.3,"Tamil Nadu",1598.89779559118,2016-10-12
"OD1309","Krithika","Snacks","Cookies","Nagercoil","East",1510,0.15,377.5,"Tamil Nadu",1134.20130195293,2018-07-25
"OD1310","Harish","Beverages","Health Drinks","Dindigul","East",2250,0.22,495,"Tamil Nadu",1758.86951292844,2018-11-05
"OD1311","Verma","Bakery","Biscuits","Salem","East",1206,0.17,373.86,"Tamil Nadu",833.557046979866,2017-08-12
"OD1312","Verma","Oil & Masala","Masalas","Cumbum","East",959,0.11,143.85,"Tamil Nadu",816.047652417659,2017-03-24
"OD1313","Komal","Fruits & Veggies","Fresh Vegetables","Madurai","East",1259,0.33,302.16,"Tamil Nadu",960.008026487408,2015-05-10
"OD1314","Aditi","Oil & Masala","Masalas","Madurai","South",1299,0.31,493.62,"Tamil Nadu",807.884441769485,2018-12-29
"OD1315","Anu","Beverages","Health Drinks","Bodi","South",1508,0.33,316.68,"Tamil Nadu",1195.26437242902,2017-10-27
"OD1316","Anu","Snacks","Noodles","Krishnagiri","South",2041,0.23,816.4,"Tamil Nadu",1227.42307306806,2016-09-06
"OD1317","Ridhesh","Beverages","Health Drinks","Madurai","South",1102,0.28,297.54,"Tamil Nadu",806.718812675491,2015-04-29
"OD1318","Roshan","Food Grains","Rice","Ramanadhapuram","South",1690,0.13,135.2,"Tamil Nadu",1556.82387103234,2018-03-27
"OD1319","Anu","Bakery","Biscuits","Dindigul","South",752,0.21,255.68,"Tamil Nadu",497.364465377292,2018-08-06
"OD1320","Ridhesh","Beverages","Health Drinks","Tenkasi","South",2393,0.32,454.67,"Tamil Nadu",1944.5525682183,2017-09-23
"OD1321","Surya","Bakery","Biscuits","Chennai","South",955,0.17,429.75,"Tamil Nadu",526.144445557448,2018-12-29
"OD1322","Willams","Oil & Masala","Edible Oil & Ghee","Tirunelveli","South",1585,0.3,190.2,"Tamil Nadu",1398.99699097292,2018-07-10
"OD1323","Yusuf","Oil & Masala","Edible Oil & Ghee","Karur","South",526,0.23,152.54,"Tamil Nadu",374.320938157763,2016-11-08
"OD1324","Vinne","Snacks","Cookies","Pudukottai","South",1158,0.34,463.2,"Tamil Nadu",697.170379289585,2017-12-23
"OD1325","Suresh","Beverages","Health Drinks","Bodi","South",1021,0.33,357.35,"Tamil Nadu",665.847296077054,2017-11-03
"OD1326","Hussain","Eggs, Meat & Fish","Fish","Karur","South",2444,0.23,513.24,"Tamil Nadu",1935.21098526611,2018-12-25
"OD1327","Kumar","Food Grains","Dals & Pulses","Coimbatore","South",1656,0.23,165.6,"Tamil Nadu",1493.8358223915,2017-11-03
"OD1328","Arvind","Oil & Masala","Masalas","Madurai","South",1710,0.17,376.2,"Tamil Nadu",1336.07132124612,2018-08-06
"OD1329","James","Food Grains","Rice","Kanyakumari","South",1497,0.12,164.67,"Tamil Nadu",1333.93071686023,2015-01-13
"OD1330","Willams","Oil & Masala","Masalas","Kanyakumari","South",1013,0.24,243.12,"Tamil Nadu",771.732157177225,2016-12-25
"OD1331","Ravi","Snacks","Noodles","Madurai","South",1318,0.28,329.5,"Tamil Nadu",991.275571600481,2017-12-23
"OD1332","Hussain","Eggs, Meat & Fish","Chicken","Namakkal","South",1655,0.35,513.05,"Tamil Nadu",1145.96086302057,2015-12-16
"OD1333","Yadav","Bakery","Biscuits","Dindigul","South",951,0.2,275.79,"Tamil Nadu",676.563126252505,2017-06-30
"OD1334","Jonas","Snacks","Cookies","Tirunelveli","South",723,0.32,122.91,"Tamil Nadu",602.016452648475,2017-02-02
"OD1335","Willams","Bakery","Cakes","Karur","South",697,0.22,132.43,"Tamil Nadu",565.814792543596,2015-06-09
"OD1336","Rumaiza","Beverages","Health Drinks","Cumbum","South",1161,0.28,301.86,"Tamil Nadu",861.552346570397,2018-12-29
"OD1337","Kumar","Food Grains","Dals & Pulses","Namakkal","South",2279,0.19,592.54,"Tamil Nadu",1689.67037371005,2015-12-19
"OD1338","Muneer","Bakery","Biscuits","Tirunelveli","South",1995,0.13,778.05,"Tamil Nadu",1218.53409432262,2015-12-23
"OD1339","Hussain","Fruits & Veggies","Fresh Fruits","Tenkasi","South",623,0.32,199.36,"Tamil Nadu",425,2017-08-15
"OD1340","Roshan","Fruits & Veggies","Fresh Fruits","Dharmapuri","South",660,0.21,59.4,"Tamil Nadu",601.863914219862,2018-08-23
"OD1341","Anu","Fruits & Veggies","Organic Vegetables","Chennai","South",2152,0.26,215.2,"Tamil Nadu",1941.84880689793,2018-11-06
"OD1342","Rumaiza","Beverages","Health Drinks","Karur","South",2255,0.19,473.55,"Tamil Nadu",1784.84119827673,2018-07-27
"OD1343","Akash","Food Grains","Dals & Pulses","Namakkal","South",2312,0.26,485.52,"Tamil Nadu",1831.2412271907,2015-01-21
"OD1344","Shree","Beverages","Health Drinks","Tenkasi","South",717,0.26,301.14,"Tamil Nadu",416.944054541809,2018-10-28
"OD1345","Vince","Bakery","Cakes","Dindigul","South",1234,0.35,61.7,"Tamil Nadu",1176.4174611139,2015-08-08
"OD1346","Malik","Snacks","Cookies","Ooty","South",2487,0.16,696.36,"Tamil Nadu",1793.50961538462,2018-07-27
"OD1347","Amrish","Bakery","Biscuits","Krishnagiri","South",2223,0.23,955.89,"Tamil Nadu",1270.03107146437,2016-01-28
"OD1348","Vince","Bakery","Cakes","Ooty","South",1541,0.32,600.99,"Tamil Nadu",943.027688603531,2015-08-29
"OD1349","Ridhesh","Oil & Masala","Spices","Krishnagiri","West",504,0.1,55.44,"Tamil Nadu",449.009009009009,2017-01-30
"OD1350","James","Bakery","Breads & Buns","Namakkal","West",1941,0.24,756.99,"Tamil Nadu",1186.85846030473,2018-03-19
"OD1351","Rumaiza","Eggs, Meat & Fish","Mutton","Karur","West",1758,0.2,158.22,"Tamil Nadu",1602.98597194389,2015-03-24
"OD1352","Verma","Bakery","Biscuits","Vellore","West",698,0.31,300.14,"Tamil Nadu",399.097201324105,2018-04-23
"OD1353","Ravi","Fruits & Veggies","Fresh Fruits","Tirunelveli","West",777,0.35,209.79,"Tamil Nadu",569.202207727045,2015-12-15
"OD1354","Arutra","Snacks","Cookies","Cumbum","West",943,0.16,235.75,"Tamil Nadu",708.383413461538,2016-03-16
"OD1355","Jonas","Oil & Masala","Spices","Madurai","West",1195,0.16,298.75,"Tamil Nadu",897.686298076923,2018-06-11
"OD1356","Roshan","Eggs, Meat & Fish","Chicken","Krishnagiri","West",2230,0.29,802.8,"Tamil Nadu",1431.35091766122,2015-12-12
"OD1357","James","Fruits & Veggies","Organic Fruits","Nagercoil","West",1889,0.27,302.24,"Tamil Nadu",1591.05585079715,2015-12-12
"OD1358","Peer","Snacks","Cookies","Pudukottai","West",2424,0.25,896.88,"Tamil Nadu",1530.94736842105,2016-03-29
"OD1359","Verma","Eggs, Meat & Fish","Fish","Ramanadhapuram","West",1710,0.33,307.8,"Tamil Nadu",1406.8425805157,2018-08-03
"OD1360","Shah","Food Grains","Rice","Tenkasi","West",2337,0.26,210.33,"Tamil Nadu",2132.21375576499,2017-04-22
"OD1361","Alan","Eggs, Meat & Fish","Eggs","Vellore","West",1074,0.12,311.46,"Tamil Nadu",763.456147376852,2018-06-17
"OD1362","Shah","Fruits & Veggies","Organic Vegetables","Coimbatore","West",2115,0.18,803.7,"Tamil Nadu",1313.66459627329,2017-07-17
"OD1363","Sudeep","Fruits & Veggies","Organic Fruits","Virudhunagar","West",541,0.13,27.05,"Tamil Nadu",514.619004706118,2018-07-27
"OD1364","Arvind","Oil & Masala","Masalas","Dindigul","West",723,0.2,253.05,"Tamil Nadu",470.891783567134,2017-05-16
"OD1365","Harish","Food Grains","Atta & Flour","Dindigul","West",1261,0.2,226.98,"Tamil Nadu",1036.09218436874,2017-11-11
"OD1366","Suresh","Food Grains","Atta & Flour","Madurai","West",2359,0.28,518.98,"Tamil Nadu",1845.18652226233,2016-06-09
"OD1367","Ravi","Eggs, Meat & Fish","Fish","Salem","West",1385,0.12,110.8,"Tamil Nadu",1275.73087705246,2016-11-30
"OD1368","Mathew","Beverages","Health Drinks","Virudhunagar","West",1388,0.26,471.92,"Tamil Nadu",918.468016843794,2015-10-26
"OD1369","Malik","Snacks","Cookies","Perambalur","West",563,0.35,95.71,"Tamil Nadu",468.931259407928,2018-12-10
"OD1370","Roshan","Food Grains","Atta & Flour","Kanyakumari","West",1063,0.2,95.67,"Tamil Nadu",969.268537074148,2018-06-25
"OD1371","Shah","Food Grains","Rice","Bodi","West",2331,0.12,1025.64,"Tamil Nadu",1306.92831397677,2016-07-25
"OD1372","Sabeela","Bakery","Biscuits","Namakkal","West",2159,0.31,734.06,"Tamil Nadu",1429.37105025579,2018-03-30
"OD1373","Vidya","Eggs, Meat & Fish","Mutton","Bodi","West",1299,0.29,389.7,"Tamil Nadu",911.944639454418,2017-01-10
"OD1374","Hussain","Food Grains","Atta & Flour","Namakkal","West",1395,0.1,571.95,"Tamil Nadu",823.873873873874,2017-07-17
"OD1375","Amrish","Oil & Masala","Masalas","Madurai","West",799,0.26,263.67,"Tamil Nadu",536.725486264287,2015-06-03
"OD1376","Suresh","Fruits & Veggies","Fresh Vegetables","Dindigul","West",2033,0.15,162.64,"Tamil Nadu",1873.16975463195,2018-04-23
"OD1377","Rumaiza","Oil & Masala","Edible Oil & Ghee","Dharmapuri","West",500,0.11,220,"Tamil Nadu",280.30833917309,2015-07-25
"OD1378","Peer","Oil & Masala","Spices","Tenkasi","West",722,0.27,173.28,"Tamil Nadu",550.205554998496,2017-11-10
"OD1379","Sheeba","Oil & Masala","Edible Oil & Ghee","Madurai","West",2472,0.13,593.28,"Tamil Nadu",1881.16551516972,2018-11-01
"OD1380","Aditi","Bakery","Biscuits","Cumbum","West",1253,0.18,488.67,"Tamil Nadu",765.708274894811,2016-12-21
"OD1381","Vinne","Eggs, Meat & Fish","Eggs","Tenkasi","West",2474,0.27,692.72,"Tamil Nadu",1786.10247668706,2018-12-18
"OD1382","Rumaiza","Beverages","Soft Drinks","Kanyakumari","West",2307,0.23,115.35,"Tamil Nadu",2196.70241555578,2016-07-17
"OD1383","Jonas","Eggs, Meat & Fish","Mutton","Kanyakumari","West",1686,0.21,236.04,"Tamil Nadu",1453.01132377994,2018-09-03
"OD1384","Ravi","Beverages","Health Drinks","Pudukottai","West",867,0.29,286.11,"Tamil Nadu",582.579480493431,2015-12-12
"OD1385","Rumaiza","Fruits & Veggies","Organic Fruits","Perambalur","West",1001,0.35,220.22,"Tamil Nadu",783.52232814852,2018-06-30
"OD1386","Jonas","Eggs, Meat & Fish","Eggs","Dharmapuri","West",1896,0.14,701.52,"Tamil Nadu",1196.15461646305,2018-04-25
"OD1387","James","Beverages","Health Drinks","Tirunelveli","West",1400,0.34,378,"Tamil Nadu",1025.48665462573,2015-11-24
"OD1388","Yadav","Beverages","Health Drinks","Perambalur","West",555,0.11,94.35,"Tamil Nadu",461.1572730003,2016-10-23
"OD1389","Peer","Eggs, Meat & Fish","Mutton","Pudukottai","West",567,0.14,164.43,"Tamil Nadu",403.134388143401,2018-12-03
"OD1390","Arutra","Bakery","Biscuits","Coimbatore","West",1764,0.35,740.88,"Tamil Nadu",1026.71349724034,2016-07-14
"OD1391","Amrish","Snacks","Cookies","Virudhunagar","West",2368,0.18,568.32,"Tamil Nadu",1802.92526547786,2015-09-26
"OD1392","Veronica","Fruits & Veggies","Organic Fruits","Madurai","West",1991,0.19,796.4,"Tamil Nadu",1196.87406071536,2017-01-21
"OD1393","Alan","Oil & Masala","Edible Oil & Ghee","Coimbatore","West",1439,0.15,316.58,"Tamil Nadu",1124.10615923886,2017-11-05
"OD1394","Suresh","Snacks","Chocolates","Perambalur","West",1579,0.26,663.18,"Tamil Nadu",918.207339081612,2016-07-25
"OD1395","Krithika","Snacks","Chocolates","Chennai","West",568,0.3,39.76,"Tamil Nadu",529.829488465396,2016-04-13
"OD1396","Hafiz","Food Grains","Rice","Cumbum","West",924,0.35,101.64,"Tamil Nadu",825.248369292524,2017-05-05
"OD1397","Sudeep","Bakery","Biscuits","Madurai","West",668,0.24,133.6,"Tamil Nadu",535.685645549318,2016-10-23
"OD1398","Hussain","Beverages","Health Drinks","Pudukottai","West",1188,0.18,154.44,"Tamil Nadu",1035.42376277299,2015-07-22
"OD1399","Jonas","Bakery","Breads & Buns","Karur","West",2181,0.18,283.53,"Tamil Nadu",1900.8916048888,2017-09-02
"OD1400","Adavan","Fruits & Veggies","Organic Fruits","Viluppuram","West",1946,0.32,252.98,"Tamil Nadu",1698.45505617978,2018-12-03
"OD1401","Peer","Food Grains","Atta & Flour","Coimbatore","West",1707,0.32,238.98,"Tamil Nadu",1472.73274478331,2015-07-22
"OD1402","Roshan","Eggs, Meat & Fish","Eggs","Pudukottai","West",1473,0.19,559.74,"Tamil Nadu",914.998497144575,2017-07-07
"OD1403","Sheeba","Beverages","Health Drinks","Chennai","West",1313,0.34,144.43,"Tamil Nadu",1172.55669275537,2018-10-22
"OD1404","James","Eggs, Meat & Fish","Eggs","Chennai","West",1671,0.19,133.68,"Tamil Nadu",1540.24646828975,2017-01-30
"OD1405","Arvind","Eggs, Meat & Fish","Eggs","Karur","West",2468,0.27,518.28,"Tamil Nadu",1954.99849593904,2018-09-09
"OD1406","Ram","Eggs, Meat & Fish","Fish","Salem","West",1514,0.1,121.12,"Tamil Nadu",1394.27427427427,2015-12-08
"OD1407","Muneer","Snacks","Cookies","Virudhunagar","West",1628,0.35,113.96,"Tamil Nadu",1519.35775213246,2018-12-03
